drips=1 water was=1 now=21, filled was 0 now=0
drips=523 water was=2042 now=2041, filled was 9762 now=9786
drips=524 water was=2041 now=2040, filled was 9786 now=9798
drips=525 water was=2040 now=2039, filled was 9798 now=9810
drips=526 water was=2039 now=2038, filled was 9810 now=9822
drips=527 water was=2038 now=2037, filled was 9822 now=9834
drips=528 water was=2037 now=2036, filled was 9834 now=9846
drips=529 water was=2036 now=2049, filled was 9846 now=9846
drips=530 water was=2049 now=2053, filled was 9846 now=9846
drips=531 water was=2053 now=2052, filled was 9846 now=9847
drips=532 water was=2052 now=2051, filled was 9847 now=9848
drips=533 water was=2051 now=2050, filled was 9848 now=9849
drips=534 water was=2050 now=2049, filled was 9849 now=9850
drips=535 water was=2049 now=2051, filled was 9850 now=9850
drips=536 water was=2051 now=2056, filled was 9850 now=9850
drips=537 water was=2056 now=2055, filled was 9850 now=9859
drips=538 water was=2055 now=2054, filled was 9859 now=9868
drips=539 water was=2054 now=2053, filled was 9868 now=9877
drips=540 water was=2053 now=2052, filled was 9877 now=9886
drips=541 water was=2052 now=2051, filled was 9886 now=9895
drips=542 water was=2051 now=2035, filled was 9895 now=9919
drips=543 water was=2035 now=2034, filled was 9919 now=9943
drips=544 water was=2034 now=2033, filled was 9943 now=9967
drips=545 water was=2033 now=2060, filled was 9967 now=9967
drips=546 water was=2060 now=2115, filled was 9967 now=9967
drips=547 water was=2115 now=2119, filled was 9967 now=9968
drips=548 water was=2119 now=2136, filled was 9968 now=9969
drips=549 water was=2136 now=2133, filled was 9969 now=9994
drips=550 water was=2133 now=2135, filled was 9994 now=10018
drips=551 water was=2135 now=2147, filled was 10018 now=10038
drips=552 water was=2147 now=2143, filled was 10038 now=10078
drips=553 water was=2143 now=2139, filled was 10078 now=10118
drips=554 water was=2139 now=2135, filled was 10118 now=10158
drips=555 water was=2135 now=2131, filled was 10158 now=10195
drips=556 water was=2131 now=2127, filled was 10195 now=10232
drips=557 water was=2127 now=2123, filled was 10232 now=10269
drips=558 water was=2123 now=2115, filled was 10269 now=10310
drips=559 water was=2115 now=2109, filled was 10310 now=10354
drips=560 water was=2109 now=2107, filled was 10354 now=10398
drips=561 water was=2107 now=2105, filled was 10398 now=10442
drips=562 water was=2105 now=2129, filled was 10442 now=10462
drips=563 water was=2129 now=2186, filled was 10462 now=10462
drips=564 water was=2186 now=2288, filled was 10462 now=10484
drips=565 water was=2288 now=2285, filled was 10484 now=10606
drips=566 water was=2285 now=2282, filled was 10606 now=10728
drips=567 water was=2282 now=2279, filled was 10728 now=10771
drips=568 water was=2279 now=2276, filled was 10771 now=10814
drips=569 water was=2276 now=2273, filled was 10814 now=10857
drips=570 water was=2273 now=2289, filled was 10857 now=10883
drips=571 water was=2289 now=2289, filled was 10883 now=10909
drips=572 water was=2289 now=2286, filled was 10909 now=10975
drips=573 water was=2286 now=2283, filled was 10975 now=11041
drips=574 water was=2283 now=2322, filled was 11041 now=11067
drips=575 water was=2322 now=2323, filled was 11067 now=11093
drips=576 water was=2323 now=2320, filled was 11093 now=11143
drips=577 water was=2320 now=2343, filled was 11143 now=11171
drips=578 water was=2343 now=2430, filled was 11171 now=11195
drips=579 water was=2430 now=2402, filled was 11195 now=11278
drips=580 water was=2402 now=2398, filled was 11278 now=11383
drips=581 water was=2398 now=2394, filled was 11383 now=11488
drips=582 water was=2394 now=2390, filled was 11488 now=11582
drips=583 water was=2390 now=2386, filled was 11582 now=11676
drips=584 water was=2386 now=2382, filled was 11676 now=11770
drips=585 water was=2382 now=2391, filled was 11770 now=11853
drips=586 water was=2391 now=2477, filled was 11853 now=11853
drips=587 water was=2477 now=2542, filled was 11853 now=11855
drips=588 water was=2542 now=2539, filled was 11855 now=11888
drips=589 water was=2539 now=2540, filled was 11888 now=11919
drips=590 water was=2540 now=2541, filled was 11919 now=11950
drips=591 water was=2541 now=2538, filled was 11950 now=11978
drips=592 water was=2538 now=2535, filled was 11978 now=12006
drips=593 water was=2535 now=2532, filled was 12006 now=12034
drips=594 water was=2532 now=2514, filled was 12034 now=12068
drips=595 water was=2514 now=2511, filled was 12068 now=12102
drips=596 water was=2511 now=2508, filled was 12102 now=12136
drips=597 water was=2508 now=2505, filled was 12136 now=12170
drips=598 water was=2505 now=2533, filled was 12170 now=12177
drips=599 water was=2533 now=2574, filled was 12177 now=12184
drips=600 water was=2574 now=2581, filled was 12184 now=12286
drips=601 water was=2581 now=2606, filled was 12286 now=12388
drips=602 water was=2606 now=2607, filled was 12388 now=12464
drips=603 water was=2607 now=2611, filled was 12464 now=12540
drips=604 water was=2611 now=2608, filled was 12540 now=12640
drips=605 water was=2608 now=2683, filled was 12640 now=12664
drips=606 water was=2683 now=2693, filled was 12664 now=12675
drips=607 water was=2693 now=2601, filled was 12675 now=12777
drips=608 water was=2601 now=2599, filled was 12777 now=12879
drips=609 water was=2599 now=2597, filled was 12879 now=12981
drips=610 water was=2597 now=2595, filled was 12981 now=13083
drips=611 water was=2595 now=2593, filled was 13083 now=13185
drips=612 water was=2593 now=2695, filled was 13185 now=13185
drips=613 water was=2695 now=2726, filled was 13185 now=13185
drips=614 water was=2726 now=2725, filled was 13185 now=13201
drips=615 water was=2725 now=2724, filled was 13201 now=13217
drips=616 water was=2724 now=2723, filled was 13217 now=13233
drips=617 water was=2723 now=2722, filled was 13233 now=13249
drips=618 water was=2722 now=2721, filled was 13249 now=13265
drips=619 water was=2721 now=2720, filled was 13265 now=13281
drips=620 water was=2720 now=2719, filled was 13281 now=13288
drips=621 water was=2719 now=2718, filled was 13288 now=13295
drips=622 water was=2718 now=2717, filled was 13295 now=13302
drips=623 water was=2717 now=2716, filled was 13302 now=13309
drips=624 water was=2716 now=2715, filled was 13309 now=13316
drips=625 water was=2715 now=2714, filled was 13316 now=13323
drips=626 water was=2714 now=2713, filled was 13323 now=13330
drips=627 water was=2713 now=2712, filled was 13330 now=13337
drips=628 water was=2712 now=2720, filled was 13337 now=13337
drips=629 water was=2720 now=2754, filled was 13337 now=13337
drips=630 water was=2754 now=2753, filled was 13337 now=13359
drips=631 water was=2753 now=2752, filled was 13359 now=13381
drips=632 water was=2752 now=2751, filled was 13381 now=13403
drips=633 water was=2751 now=2750, filled was 13403 now=13425
drips=634 water was=2750 now=2749, filled was 13425 now=13447
drips=635 water was=2749 now=2748, filled was 13447 now=13469
drips=636 water was=2748 now=2747, filled was 13469 now=13491
drips=637 water was=2747 now=2746, filled was 13491 now=13513
drips=638 water was=2746 now=2745, filled was 13513 now=13535
drips=639 water was=2745 now=2744, filled was 13535 now=13557
drips=640 water was=2744 now=2767, filled was 13557 now=13557
drips=641 water was=2767 now=2798, filled was 13557 now=13557
drips=642 water was=2798 now=2797, filled was 13557 now=13574
drips=643 water was=2797 now=2796, filled was 13574 now=13591
drips=644 water was=2796 now=2795, filled was 13591 now=13608
drips=645 water was=2795 now=2794, filled was 13608 now=13625
drips=646 water was=2794 now=2793, filled was 13625 now=13642
drips=647 water was=2793 now=2792, filled was 13642 now=13659
drips=648 water was=2792 now=2791, filled was 13659 now=13676
drips=649 water was=2791 now=2790, filled was 13676 now=13693
drips=650 water was=2790 now=2789, filled was 13693 now=13710
drips=651 water was=2789 now=2788, filled was 13710 now=13727
drips=652 water was=2788 now=2806, filled was 13727 now=13727
drips=653 water was=2806 now=2835, filled was 13727 now=13727
drips=654 water was=2835 now=2834, filled was 13727 now=13745
drips=655 water was=2834 now=2833, filled was 13745 now=13763
drips=656 water was=2833 now=2832, filled was 13763 now=13767
drips=657 water was=2832 now=2831, filled was 13767 now=13771
drips=658 water was=2831 now=2830, filled was 13771 now=13775
drips=659 water was=2830 now=2829, filled was 13775 now=13779
drips=660 water was=2829 now=2828, filled was 13779 now=13783
drips=661 water was=2828 now=2827, filled was 13783 now=13787
drips=662 water was=2827 now=2826, filled was 13787 now=13791
drips=663 water was=2826 now=2825, filled was 13791 now=13795
drips=664 water was=2825 now=2830, filled was 13795 now=13795
drips=665 water was=2830 now=2861, filled was 13795 now=13795
drips=666 water was=2861 now=2860, filled was 13795 now=13813
drips=667 water was=2860 now=2859, filled was 13813 now=13831
drips=668 water was=2859 now=2858, filled was 13831 now=13836
drips=669 water was=2858 now=2857, filled was 13836 now=13841
drips=670 water was=2857 now=2856, filled was 13841 now=13846
drips=671 water was=2856 now=2855, filled was 13846 now=13851
drips=672 water was=2855 now=2854, filled was 13851 now=13856
drips=673 water was=2854 now=2853, filled was 13856 now=13861
drips=674 water was=2853 now=2852, filled was 13861 now=13866
drips=675 water was=2852 now=2851, filled was 13866 now=13871
drips=676 water was=2851 now=2857, filled was 13871 now=13871
drips=677 water was=2857 now=2886, filled was 13871 now=13871
drips=678 water was=2886 now=2885, filled was 13871 now=13890
drips=679 water was=2885 now=2884, filled was 13890 now=13909
drips=680 water was=2884 now=2883, filled was 13909 now=13928
drips=681 water was=2883 now=2882, filled was 13928 now=13936
drips=682 water was=2882 now=2881, filled was 13936 now=13944
drips=683 water was=2881 now=2880, filled was 13944 now=13952
drips=684 water was=2880 now=2879, filled was 13952 now=13960
drips=685 water was=2879 now=2878, filled was 13960 now=13968
drips=686 water was=2878 now=2877, filled was 13968 now=13976
drips=687 water was=2877 now=2876, filled was 13976 now=13984
drips=688 water was=2876 now=2885, filled was 13984 now=13984
drips=689 water was=2885 now=2919, filled was 13984 now=13984
drips=690 water was=2919 now=2918, filled was 13984 now=14002
drips=691 water was=2918 now=2917, filled was 14002 now=14020
drips=692 water was=2917 now=2916, filled was 14020 now=14038
drips=693 water was=2916 now=2915, filled was 14038 now=14056
drips=694 water was=2915 now=2914, filled was 14056 now=14074
drips=695 water was=2914 now=2913, filled was 14074 now=14092
drips=696 water was=2913 now=2912, filled was 14092 now=14110
drips=697 water was=2912 now=2911, filled was 14110 now=14128
drips=698 water was=2911 now=2910, filled was 14128 now=14146
drips=699 water was=2910 now=2909, filled was 14146 now=14164
drips=700 water was=2909 now=2908, filled was 14164 now=14182
drips=701 water was=2908 now=2907, filled was 14182 now=14200
drips=702 water was=2907 now=2906, filled was 14200 now=14218
drips=703 water was=2906 now=2927, filled was 14218 now=14218
drips=704 water was=2927 now=3027, filled was 14218 now=14218
drips=705 water was=3027 now=3034, filled was 14218 now=14220
drips=706 water was=3034 now=3045, filled was 14220 now=14222
drips=707 water was=3045 now=3042, filled was 14222 now=14246
drips=708 water was=3042 now=3039, filled was 14246 now=14270
drips=709 water was=3039 now=3036, filled was 14270 now=14294
drips=710 water was=3036 now=3033, filled was 14294 now=14311
drips=711 water was=3033 now=3036, filled was 14311 now=14326
drips=712 water was=3036 now=3054, filled was 14326 now=14341
drips=713 water was=3054 now=3043, filled was 14341 now=14380
drips=714 water was=3043 now=3040, filled was 14380 now=14419
drips=715 water was=3040 now=3037, filled was 14419 now=14458
drips=716 water was=3037 now=3034, filled was 14458 now=14493
drips=717 water was=3034 now=3031, filled was 14493 now=14528
drips=718 water was=3031 now=3028, filled was 14528 now=14563
drips=719 water was=3028 now=3049, filled was 14563 now=14576
drips=720 water was=3049 now=3077, filled was 14576 now=14589
drips=721 water was=3077 now=3074, filled was 14589 now=14620
drips=722 water was=3074 now=3071, filled was 14620 now=14651
drips=723 water was=3071 now=3064, filled was 14651 now=14686
drips=724 water was=3064 now=3062, filled was 14686 now=14721
drips=725 water was=3062 now=3060, filled was 14721 now=14748
drips=726 water was=3060 now=3077, filled was 14748 now=14758
drips=727 water was=3077 now=3113, filled was 14758 now=14768
drips=728 water was=3113 now=3111, filled was 14768 now=14800
drips=729 water was=3111 now=3109, filled was 14800 now=14832
drips=730 water was=3109 now=3107, filled was 14832 now=14864
drips=731 water was=3107 now=3117, filled was 14864 now=14886
drips=732 water was=3117 now=3147, filled was 14886 now=14908
drips=733 water was=3147 now=3145, filled was 14908 now=14948
drips=734 water was=3145 now=3143, filled was 14948 now=14988
drips=735 water was=3143 now=3141, filled was 14988 now=15015
drips=736 water was=3141 now=3139, filled was 15015 now=15042
drips=737 water was=3139 now=3137, filled was 15042 now=15069
drips=738 water was=3137 now=3146, filled was 15069 now=15087
drips=739 water was=3146 now=3147, filled was 15087 now=15105
drips=740 water was=3147 now=3145, filled was 15105 now=15118
drips=741 water was=3145 now=3143, filled was 15118 now=15131
drips=742 water was=3143 now=3147, filled was 15131 now=15140
drips=743 water was=3147 now=3149, filled was 15140 now=15149
drips=744 water was=3149 now=3147, filled was 15149 now=15165
drips=745 water was=3147 now=3145, filled was 15165 now=15181
drips=746 water was=3145 now=3154, filled was 15181 now=15188
drips=747 water was=3154 now=3173, filled was 15188 now=15210
drips=748 water was=3173 now=3171, filled was 15210 now=15247
drips=749 water was=3171 now=3169, filled was 15247 now=15284
drips=750 water was=3169 now=3191, filled was 15284 now=15299
drips=751 water was=3191 now=3208, filled was 15299 now=15314
drips=752 water was=3208 now=3207, filled was 15314 now=15329
drips=753 water was=3207 now=3206, filled was 15329 now=15344
drips=754 water was=3206 now=3205, filled was 15344 now=15351
drips=755 water was=3205 now=3204, filled was 15351 now=15358
drips=756 water was=3204 now=3203, filled was 15358 now=15365
drips=757 water was=3203 now=3202, filled was 15365 now=15372
drips=758 water was=3202 now=3201, filled was 15372 now=15379
